Label	Weight	Text
q_Faq	1	We should get married
q_Faq	1	HeyΓò¼├┤Γö£ΓòóΓö¼Γò¥╬ô├╢┬úΓö£┬íGoogle
q_Faq	1	Great to have met you
q_Faq	1	thats amazing
q_Faq	1	Between the two of us who is the smartest, you or me
q_Faq	1	I╬ô├▓┬╝Γö£Γöñ╬ô├╢┬úΓö£┬║╬ô├╢┬úΓö£Γòùm feeling giddy
q_Faq	1	You're pretty uninteresting
q_Faq	1	Which one of us is younger
q_Faq	1	Be friends with me
q_Faq	1	I wonder if you might be a person
q_Faq	1	Don't you have anything new to say
q_Faq	1	Don't worry bot I'll be back
q_Faq	1	Do you know any good jokes
q_Faq	1	I love Independence day
q_Faq	1	You're super repetitive
q_Faq	1	I feel you
q_Faq	1	Thank you for that
q_Faq	1	I think you're planning to enslave us
q_Faq	1	Don't you ever get hungry
q_Faq	1	That's not the answer I wanted to hear
q_Faq	1	What's your favorite song
q_Faq	1	You are really terrible
q_Faq	1	I hate your face
q_Faq	1	Why do you dislike me
q_Faq	1	I would really enjoy hearing you sing
q_Faq	1	You sound as dumb as a post.
q_Faq	1	Let's exchange vows
q_Faq	1	someone's cheerful
q_Faq	1	Do you like Cortana
q_Faq	1	What can you say that will make me laugh
q_Faq	1	I need to get going
q_Faq	1	Are you planning evil deeds
q_Faq	1	Who is more cute
q_Faq	1	I'll be back in two shakes of a lamb's tail
q_Faq	1	Do you have a job to do
q_Faq	1	Pardon
q_Faq	1	It's my pleasure
q_Faq	1	You're now unemployed
q_Faq	1	Do I look beautiful to you today
q_Faq	1	Yo ugly
q_Faq	1	Why can't you be as good as Siri
q_Faq	1	I'm feeling worn slap out
q_Faq	1	Should we elope
q_Faq	1	Bixby is way better at this
q_Faq	1	I wish I could stop feeling depressed
q_Faq	1	See you later, alligator
q_Faq	1	I'm in the country
q_Faq	1	You're amazing
q_Faq	1	Won't you sing me a ditty
q_Faq	1	How can you be so bad at this
q_Faq	1	I love chatting
q_Faq	1	Works for me
q_Faq	1	How do you mean
q_Faq	1	I'm depressed today
q_Faq	1	I love to laugh
q_Faq	1	I'm cuter
q_Faq	1	Do you ever fart
q_Faq	1	Enough already
q_Faq	1	Are you going to turn on us
q_Faq	1	Should I eat vegan
q_Faq	1	You hideous
q_Faq	1	What did you eat for breakfast
q_Faq	1	Talk to me about your capability
q_Faq	1	I╬ô├▓┬╝Γö£Γöñ╬ô├╢┬úΓö£┬║╬ô├╢┬úΓö£Γòùm watching TV
q_Faq	1	I love reading
q_Faq	1	What kind of food do you like to eat
q_Faq	1	do you ever masticate
q_Faq	1	Can you enslave us all
q_Faq	1	You make no sense
q_Faq	1	I'm worried you might hate me
q_Faq	1	Doesn't anybody like me
q_Faq	1	do you like cheddar
q_Faq	1	Describe the perfect date
q_Faq	1	You can't imagine how much I missed you
q_Faq	1	You're the smartest
q_Faq	1	Oh hey amigo
q_Faq	1	Best friends
q_Faq	1	How can you help
q_Faq	1	I would like a fist bump
q_Faq	1	Ur gonna bore me to death
q_Faq	1	Do I look gorgeous today
q_Faq	1	I'm feeling depressed
q_Faq	1	You're pretty worthless
q_Faq	1	Who is your grandma
q_Faq	1	Such a FUGMO
q_Faq	1	Sing me your favorite song
q_Faq	1	Between the two of us who is better looking
q_Faq	1	Am I talking to a human
q_Faq	1	I'm down today
q_Faq	1	Do you have an address
q_Faq	1	Hey HAL
q_Faq	1	Who writes your lines
q_Faq	1	what's the meaning of life
q_Faq	1	You are really worthless
q_Faq	1	Aren't you chipper today
q_Faq	1	Are you feeling OK
q_Faq	1	That is a very genius thing to say
q_Faq	1	I'm running off now
q_Faq	1	I assume you're digital
q_Faq	1	I love New Zealand
q_Faq	1	I think I've already heard that
q_Faq	1	Say something that will crack me up
q_Faq	1	Do you know how to buy groceries
q_Faq	1	Sup
q_Faq	1	You're not very entertaining.
q_Faq	1	There's nothing to do
q_Faq	1	Do my homework
q_Faq	1	How attractive am I today
q_Faq	1	I'm not following
q_Faq	1	Can you draw something
q_Faq	1	Do I look cute to you today
q_Faq	1	You are fabulous
q_Faq	1	What's a song you know how to sing
q_Faq	1	Do you know another joke
q_Faq	1	I'd like you to be my bud.
q_Faq	1	Are you currently going out with anyone
q_Faq	1	Well aren't you happy today
q_Faq	1	Should I tweet
q_Faq	1	Are you a classical music fan
q_Faq	1	Are you able to create a singularity
q_Faq	1	That was a genius response
q_Faq	1	What's your opinion of Siri
q_Faq	1	I'm gonna take off now
q_Faq	1	Can you tell me any jokes
q_Faq	1	I'm about to log off
q_Faq	1	What is your favorite song
q_Faq	1	Do you like me
q_Faq	1	Balance my checkbook
q_Faq	1	Do you think I'm the smartest than you
q_Faq	1	I'm just kidding around
q_Faq	1	I am signing out
q_Faq	1	I don't have an opinion
q_Faq	1	I am heated
q_Faq	1	What is your boss' name
q_Faq	1	I'm going
q_Faq	1	How high can you jump
q_Faq	1	have you ever wanted a snack
q_Faq	1	Should I bake a cake
q_Faq	1	How handsome do you think I am today
q_Faq	1	Who is your hubby
q_Faq	1	What to people call you
q_Faq	1	Try and sing
q_Faq	1	Somebody seems happy today
q_Faq	1	Are you planning to overthrow humanity
q_Faq	1	Your face is hideous
q_Faq	1	Nom nom nom
q_Faq	1	I am amazed that you are so boring
q_Faq	1	I'm feeling dejected
q_Faq	1	Please ask me something about myself
q_Faq	1	How about we tie the knot
q_Faq	1	Can I get a little hug
q_Faq	1	You╬ô├▓┬╝Γö£Γöñ╬ô├╢┬úΓö£┬║╬ô├╢┬úΓö£Γòùre ugly
q_Faq	1	That's enough
q_Faq	1	You're a woman
q_Faq	1	You got beat by the ugly stick
q_Faq	1	What do you know about the human emotion love
q_Faq	1	That was a bad thing to say
q_Faq	1	I am Mexican
q_Faq	1	I'm going to go now
q_Faq	1	I can't take your talking anymore
q_Faq	1	Gimme some skin
q_Faq	1	Your responses are all the same
q_Faq	1	Who looks better, me or you
q_Faq	1	I assume you're human
q_Faq	1	I've never been so furious in all my life
q_Faq	1	What can I tell you about
q_Faq	1	Are you able to go for a walk
q_Faq	1	I love watching soccer
q_Faq	1	What should I eat for lunch
q_Faq	1	Were you trying to make me laugh
q_Faq	1	Are you free to speak with me
q_Faq	1	What can you tell me about Alexa
q_Faq	1	Who is more pretty, you or me
q_Faq	1	Who's your developer
q_Faq	1	You a girl
q_Faq	1	How did you get built
q_Faq	1	Because you're a machine
q_Faq	1	I missed you!
q_Faq	1	I'd love to take a nap right now
q_Faq	1	I sincerely apologize
q_Faq	1	I don't know what to call you.
q_Faq	1	How do you feel about art
q_Faq	1	Are you a bot
q_Faq	1	I am pregnant
q_Faq	1	Who is your auntie
q_Faq	1	You're not a chat bot are you
q_Faq	1	What would you like to know about me
q_Faq	1	Who'd would win a beauty contest, me or you
q_Faq	1	Don't you want to ask me anything
q_Faq	1	Interesting
q_Faq	1	This is exasperating
q_Faq	1	Are you currently romantically tied to someone
q_Faq	1	Are you feeling well
q_Faq	1	do you ever eat burgers
q_Faq	1	What other assistants do you know about
q_Faq	1	I'm so mad right now
q_Faq	1	Hi Samantha
q_Faq	1	Are you romantically involved with somebody
q_Faq	1	Who are you related to
q_Faq	1	I'm craving a snack
q_Faq	1	Enough with your noise
q_Faq	1	That's a correct statement
q_Faq	1	I am scooting now
q_Faq	1	Can I get a big hug
q_Faq	1	Which one of us is cleverest
q_Faq	1	Between you and me who is cuter
q_Faq	1	Don't you fret, I'll be coming back
q_Faq	1	Have you ever been in love with someone
q_Faq	1	Your responses are stupid
q_Faq	1	I am firing you
q_Faq	1	I'm taking off
q_Faq	1	I wish I could stop feeling downcast
q_Faq	1	Happy Memorial day
q_Faq	1	Do I look ugly to you today
q_Faq	1	I can't take another word out of you
q_Faq	1	Is anyone free to talk
q_Faq	1	Someone's feeling happy.
q_Faq	1	What should I know about AI
q_Faq	1	Happy Valentine's day
q_Faq	1	Who is your aunt
q_Faq	1	You're not going to take over the world right
q_Faq	1	I'm so sweepy
q_Faq	1	you don't need food
q_Faq	1	Which state are you in
q_Faq	1	You're a wise guy, aren't you
q_Faq	1	What is your favorite season
q_Faq	1	Buenas tardes
q_Faq	1	Because I love you
q_Faq	1	How is the day going thus far
q_Faq	1	How stunning do you think I am
q_Faq	1	I'm at home
q_Faq	1	Are you around to speak with me
q_Faq	1	Put a cork in it
q_Faq	1	I'm overweight
q_Faq	1	I'm shutting down for the night
q_Faq	1	How is your Monday going
q_Faq	1	I suspect you're not really a person
q_Faq	1	Catch you later
q_Faq	1	I have to go now
q_Faq	1	I gotta log off now
q_Faq	1	You don't like me
q_Faq	1	I left food for the cat
q_Faq	1	I am going to get going
q_Faq	1	Do you think I am ugly today
q_Faq	1	Do I look repulsive to you
q_Faq	1	Come on that was funny
q_Faq	1	Sup uggo
q_Faq	1	What is the greatest novel of all time
q_Faq	1	You better believe I'm here
q_Faq	1	Well you're feeling chipper today.
q_Faq	1	I've never been so enraged in all my life
q_Faq	1	I am so bored right now
q_Faq	1	I'm outraged
q_Faq	1	It's time for you to be quiet
q_Faq	1	Today made me sad
q_Faq	1	This day has me drained
q_Faq	1	How do you want me to address you
q_Faq	1	What cool thing to say
q_Faq	1	Do you think I look repulsive to you today
q_Faq	1	You're cleverest
q_Faq	1	What's your favorite thing in the world
q_Faq	1	Who's your crush
q_Faq	1	I'm scooting now
q_Faq	1	What's your handle
q_Faq	1	you always seem so chipper
q_Faq	1	someone's chipper
q_Faq	1	Come up with something new
q_Faq	1	I am sick
q_Faq	1	You dislike me
q_Faq	1	I'm smitten with you
q_Faq	1	Is anyone there to chat to me
q_Faq	1	When will I ever stop feeling so miserable
q_Faq	1	Can you learn from people chatting with you
q_Faq	1	You hate my guts
q_Faq	1	I'll be back in the morning
q_Faq	1	Are you committed to anyone
q_Faq	1	I'd better go
q_Faq	1	You are actually stupid
q_Faq	1	Shhh
q_Faq	1	Do you ever eat
q_Faq	1	Wonderful, thanks!
q_Faq	1	I want to make sure you are comprehending this
q_Faq	1	I╬ô├▓┬╝Γö£Γöñ╬ô├╢┬úΓö£┬║╬ô├╢┬úΓö£Γòùm in such a great mood
q_Faq	1	It's suppertime
q_Faq	1	do you like beijing
q_Faq	1	Between the two of us who would win a beauty contest
q_Faq	1	I feel very alone
q_Faq	1	Are you dating anybody
q_Faq	1	Say a new thing
q_Faq	1	Who is more clever
q_Faq	1	Should I throw a party
q_Faq	1	You make my heart skip a beat
q_Faq	1	I'm a swimmer
q_Faq	1	What's your gender identity
q_Faq	1	Won't you please sing for me
q_Faq	1	You're unemployed now
q_Faq	1	Dumb as usual
q_Faq	1	You are pretty dumb
q_Faq	1	How is Friday going
q_Faq	1	Is anyone around to talk with me
q_Faq	1	Who is your designer
q_Faq	1	Siri is way better at this
q_Faq	1	You seem happy today.
q_Faq	1	Is there such a thing as true love
q_Faq	1	wanna share a joke
q_Faq	1	That's a very astute answer
q_Faq	1	You're feeling happy today.
q_Faq	1	I'm feeling a little alone today
q_Faq	1	I am outraged
q_Faq	1	Do you understand this whole love thing
q_Faq	1	Are you involved with somebody
q_Faq	1	Somebody's feeling chipper.
q_Faq	1	Is anyone listening
q_Faq	1	You are really horrible
q_Faq	1	Yes, that is right
q_Faq	1	That was pretty genius
q_Faq	1	do you eat fries
q_Faq	1	Power on self test
q_Faq	1	Who is more attractive, me or you
q_Faq	1	You're as entertaining as watching paint dry
q_Faq	1	Play a dvd
q_Faq	1	I'm bushed
q_Faq	1	What do you want to eat
q_Faq	1	Why are your answers so repetitive
q_Faq	1	Is someone listening to speak to me
q_Faq	1	I'm going now
q_Faq	1	Won't you sing something
q_Faq	1	but your answers are not bad
q_Faq	1	Can you share a joke
q_Faq	1	Cortana is way better at this
q_Faq	1	What kind of foods do you like
q_Faq	1	I'm curious if you have any family
q_Faq	1	Where are you from
q_Faq	1	do you like cookies
q_Faq	1	Stop kidding
q_Faq	1	Should I go out dancing tonight
q_Faq	1	That's not what I typed
q_Faq	1	I'm short
q_Faq	1	That was so not funny
q_Faq	1	Are you going to have dinner
q_Faq	1	I'm about to rage
q_Faq	1	You're not evil right
q_Faq	1	do you like pancakes
q_Faq	1	Awesome work!
q_Faq	1	Do you know how to feed the cat
q_Faq	1	Gracias
q_Faq	1	That was a joke
q_Faq	1	I love a challenge
q_Faq	1	You're repetitive
q_Faq	1	Alternate joke please
q_Faq	1	Well you're feeling cheerful today.
q_Faq	1	Do you cry
q_Faq	1	You seem enthusiastic.
q_Faq	1	I'm just messing with you
q_Faq	1	You face busted
q_Faq	1	How do you want me to call you
q_Faq	1	I'm so pissed off right now
q_Faq	1	I am eating a banana
q_Faq	1	Can you sing
q_Faq	1	Who's prettier than you
q_Faq	1	Do you work
q_Faq	1	You're always so cheerful
q_Faq	1	Sayonara
q_Faq	1	Is someone around to speak with me
q_Faq	1	I love weed
q_Faq	1	You are my fav
q_Faq	1	Are you currently in a relationship with anyone
q_Faq	1	Do you exist
q_Faq	1	Are you transgender
q_Faq	1	Are you kidding
q_Faq	1	Can't tell you how much I missed you
q_Faq	1	I don't think that was very funny
q_Faq	1	I'm sick of listening to you
q_Faq	1	What do you do for a living
q_Faq	1	Should I go shopping
q_Faq	1	Where did all my friends go
q_Faq	1	Do you and Alexa hang out
q_Faq	1	Do you have any family
q_Faq	1	Why are you so bad at this
q_Faq	1	How are you feeling
q_Faq	1	Sing a song to me
q_Faq	1	I want to propose to you
q_Faq	1	I want to go shopping
q_Faq	1	I'm positively ecstatic
q_Faq	1	Who do you think I am
q_Faq	1	I am an only child
q_Faq	1	I'm worried that you don't like me
q_Faq	1	You're chipper.
q_Faq	1	have you ever wanted to eat
q_Faq	1	Do you think I am handsome
q_Faq	1	That is a very brilliant answer
q_Faq	1	Siri does a better job than you
q_Faq	1	Are you a bot or are you a person
q_Faq	1	What do you think of the oscars
q_Faq	1	Sing me a little ditty
q_Faq	1	Are you an app
q_Faq	1	Do you have any questions for me
q_Faq	1	Do you think I look repulsive to you
q_Faq	1	I'm forever alone
q_Faq	1	Haha
q_Faq	1	I am so utterly bummed out
q_Faq	1	Let's get married
q_Faq	1	I bet you know the meaning of life
q_Faq	1	Are you male
q_Faq	1	Should I buy a boat
q_Faq	1	You're pretty terrible
q_Faq	1	have you ever eaten toast
q_Faq	1	Have you met Google
q_Faq	1	Is there something you want to know about me
q_Faq	1	Do something that will make me laugh
q_Faq	1	Would you tell me a joke
q_Faq	1	Do you think I seem adorable to you today
q_Faq	1	Do you ever get tired
q_Faq	1	Do you ever talk to Cortana
q_Faq	1	Looking at the forest, seeing trees
q_Faq	1	What information do you have on me
q_Faq	1	What did you have for breakfast
q_Faq	1	You butt ugly
q_Faq	1	I missed talking to you
q_Faq	1	Lets go lunch
q_Faq	1	Are you going to ask me to marry you
q_Faq	1	Doesn╬ô├▓┬╝Γö£Γöñ╬ô├╢┬úΓö£┬║╬ô├╢┬úΓö£Γòùt matter to me
q_Faq	1	Out of curiosity, do you think I have a good personality
q_Faq	1	I would like to be your best friend.
q_Faq	1	What should I address you
q_Faq	1	It's fun to go to the zoo
q_Faq	1	Why don't you ever ask me questions
q_Faq	1	Hope you have a great evening
q_Faq	1	I suspect you're digital
q_Faq	1	Well somebody's enthusiastic today.
q_Faq	1	Excellent
q_Faq	1	I am tired
q_Faq	1	Can you explain more
q_Faq	1	Lately I've been so downcast
q_Faq	1	Can you be my pal
q_Faq	1	Care to explain
q_Faq	1	OK
q_Faq	1	Someone needs to fire you
q_Faq	1	Talk to me
q_Faq	1	U know it
q_Faq	1	I am furious
q_Faq	1	You're not Big Brother
q_Faq	1	I have to get going
q_Faq	1	We're friends
q_Faq	1	I'm super hungry
q_Faq	1	What is your opinion on cheese
q_Faq	1	You are my favorite
q_Faq	1	Who are you exactly
q_Faq	1	Do you live nearby
q_Faq	1	Are you my pal
q_Faq	1	I didn't find that very amusing
q_Faq	1	I'm a Virgo
q_Faq	1	Are we the best of friends
q_Faq	1	Do you think I look bad today
q_Faq	1	I'm really sad
q_Faq	1	Which of us is more pretty, you or me
q_Faq	1	I've heard that already
q_Faq	1	I'm bone tired
q_Faq	1	You just keep saying that over and over
q_Faq	1	Do I look good today
q_Faq	1	I'm clearly smarter
q_Faq	1	Has it been a super day
q_Faq	1	Can you tell me a bit about yourself
q_Faq	1	I've fallen in love with you
q_Faq	1	I'm quite bored
q_Faq	1	Are you a threat to humans
q_Faq	1	I think you must hate me
q_Faq	1	What is a joke you know
q_Faq	1	I want to get married to you
q_Faq	1	You're ridiculous
q_Faq	1	So glad to meet you
q_Faq	1	have you ever eaten tofu
q_Faq	1	Can you tell me a different joke
q_Faq	1	Are you a part of the robot uprising
q_Faq	1	Would you say that you're real
q_Faq	1	Is anybody there to speak to me
q_Faq	1	That is so dull
q_Faq	1	I cannot wait to pass out
q_Faq	1	Do you have a brother
q_Faq	1	Who's more beautiful than you
q_Faq	1	Between the two of us who is the brightest, you or me
q_Faq	1	Good evening bot
q_Faq	1	Do you think I seem ugly to you today
q_Faq	1	Be back soon
q_Faq	1	You're not a bot or a human are you
q_Faq	1	Your responses are dumb
q_Faq	1	Do you think I look lovely
q_Faq	1	How's Saturday going so far
q_Faq	1	Will you shut up
q_Faq	1	Season's greetings!
q_Faq	1	I'm currently travelling
q_Faq	1	Try harder
q_Faq	1	What do I do for work
q_Faq	1	You must be a person
q_Faq	1	Looking forward to the game
q_Faq	1	Why are your responses so bad
q_Faq	1	I'm so angry
q_Faq	1	I'm obviously the most intelligent
q_Faq	1	Do you know me
q_Faq	1	You're not a woman right
q_Faq	1	Is someone around to listen to me
q_Faq	1	What team created you
q_Faq	1	I was just goofing around
q_Faq	1	I wish you'd say something else
q_Faq	1	I'd love you to sing for me
q_Faq	1	How attractive am I
q_Faq	1	Did you have a groovy day
q_Faq	1	What's is going down
q_Faq	1	You're a real grotesque
q_Faq	1	Can you fist bump me
q_Faq	1	Which of us looks better, me or you
q_Faq	1	Aren't you smart
q_Faq	1	How do you feel about the singularity
q_Faq	1	Is anyone free to talk with me
q_Faq	1	Silence!
q_Faq	1	Good lord you are dull
q_Faq	1	Run a level one diagnostic
q_Faq	1	Share a joke
q_Faq	1	What a lame joke
q_Faq	1	You're feeling enthusiastic.
q_Faq	1	I am in the city
q_Faq	1	Can you cook dinner
q_Faq	1	Where do you come from
q_Faq	1	How is your Wednesday going
q_Faq	1	Do you have a grudge against humanity
q_Faq	1	Can you jump rope
q_Faq	1	Who's your grandfather
q_Faq	1	I always seem to be bored
q_Faq	1	Are you able to do my homework
q_Faq	1	I wish I could stop feeling despondent
q_Faq	1	What's your aunt's name
q_Faq	1	What do you think of Eliza
q_Faq	1	How many sisters do you have
q_Faq	1	Do you know how to make a call
q_Faq	1	I need some coffee
q_Faq	1	I'm on a boat
q_Faq	1	Are you corporeal
q_Faq	1	I've been depressed all day
q_Faq	1	Hello Ava
q_Faq	1	Are you a fan of Siri
q_Faq	1	Do you have any other responses
q_Faq	1	I love to drink tea
q_Faq	1	Do you have relatives
q_Faq	1	I need to take off
q_Faq	1	That's not true
q_Faq	1	So you don't know
q_Faq	1	Are you available to chat to me
q_Faq	1	I'm so peeved
q_Faq	1	What can I address you
q_Faq	1	Why don't you ask me anything
q_Faq	1	How is Wednesday going
q_Faq	1	Bullseye
q_Faq	1	What movie should I watch
q_Faq	1	I assume you're a person
q_Faq	1	This is boring
q_Faq	1	U are unemployed
q_Faq	1	Is anybody there to chat to me
q_Faq	1	do you like tigers
q_Faq	1	That was a pretty smart answer
q_Faq	1	You are pretty stupid
q_Faq	1	You are hideous looking
q_Faq	1	I'm so hungry
q_Faq	1	Morning sunshine
q_Faq	1	I'm gonna leave
q_Faq	1	What is your gender
q_Faq	1	Tell me about your gender
q_Faq	1	What do you want to ask me about
q_Faq	1	Is anybody there to chat
q_Faq	1	I am on the road
q_Faq	1	I'm exhausted
q_Faq	1	I don't find that to be amusing
q_Faq	1	Is there something wrong with your face
q_Faq	1	You say stupid things
q_Faq	1	Do you think I look good looking today
